comment_hash,comment,sentiment,sentiment_score,aspects,negative_reasons,model,analyzed_at
d223e6aeb1295a38,我女儿快四周岁了，半年前在当当网上给女儿买过幼儿神奇贴纸3-4岁的书，当时女儿并不太感兴趣，于是耐着性子帮她一起把3本书给做完了，但是最近她却把那几本书又翻了出来，还把以前贴好的贴纸撕下又贴上，还对我说：妈妈，我喜欢贴纸的书。正好女儿的生日快到了，我就又订了一套幼儿神奇贴纸4-5岁的书送了给她，拿到书的女儿每天都盯着我要我陪她一起贴纸，可高兴了。,正面,0.9,"质量,体验",,deepseek-v4-pro,2026-06-29T21:48:31
984b074b7911abd8,"我们对待数据统计的态度,就像对待领导或者家长,原本应该是很值得信任的,因为他们有一堆道理要告诉你,无论是经验上还是学问上，都觉得应该是对的,但就象领导也会犯错误一样,统计数据也有不牢靠的时候,他们也会在错误的时间出现在错误的场合,如何我们还是如常的言听计从,就是我们自己过于迂腐了,看了这本书,你会更加怀疑数据的权威,并时常保持这种怀疑,因为欺骗越来越多了.",中性,0.0,质量,,deepseek-v4-pro,2026-06-29T21:48:31
d24574e50f68c060,我没想到刚过四岁生日的女儿竟然对这本书很感兴趣。说实话一开始拿到这本书的时候我心里很没底，因为正如有些评论中所写的，画面很乱，而且知识点很多，我都不知道该怎么去跟孩子讲，于是试着讲了《海底探险》，没想到孩子很爱听，讲完之后问我：“还有么？”一听说总共有十本，高兴地不得了。这两天总在重复问我一个问题，：“为什么她们的校车那么神奇呀？”,正面,0.85,"质量,体验",,deepseek-v4-pro,2026-06-29T21:48:31
5fce27974468e3e7,我看过的清穿文中这部算好的。第一次九阿哥做男主，这个长相媚过女子，经商又是奇才，是早已熟知。在科学创新上也这样有成就还是第一次知道。好的就不说了，有点问题：中医日渐式微是众所周知的，但女主一个中医学院的学生，本事要比宫里的医官大，实在不敢苟同。作为医学院的学生，女主的清朝历史也学得太好了，大事且不论，她竟然在救一个小孩时听得他哥哥的名字能想到是几十年后押解九阿哥的人，额滴神啊!,正面,0.6,质量,,deepseek-v4-pro,2026-06-29T21:48:31
dd384af87d9b509c,我家小姑娘刚上一年级。给她念了这本书，她非常喜欢也很向往豆豆的生活，结果在课堂上复制了豆豆的动作：把上课时把课本打开又合上，打开又合上。老师叫起了她，罚她站到一边。结果她也象小豆豆一样，对于罚站无动于衷，沉浸在她的小宇宙中。最后的结果当然也和豆豆一样，被请了家长。我只好告诉她，书里虽然也是真事，但是，你不能把书里的事搬到你的生活中重演；否则你要是被学校开除，妈妈可就没辙了。晕啊~,中性,0.0,"体验,质量",,deepseek-v4-pro,2026-06-29T21:48:31
c897a71fb9839617,为了达到那些令人羡慕的拥有， 而在区别彼此的不同，忘了做真正的自己，也许正是因为太多的惯性和常识才让自己更孤单，这套书很好，可惜一直都无法买全，它的另外几本至今也买不到：爱你本来的样子，你所需要的，你很特别……你是特别的，并不需要具有所谓的成就、才能、性格，而是，你本来就是特别的，在这个宇宙 我是独一不二，没人能取代，梦在手里，我可以。,正面,0.8,"质量,体验",,deepseek-v4-pro,2026-06-29T21:48:31
a460ee64821d89b0,是一本我和女儿共享的小书，内容是原版的精缩，但是完整且有趣，女儿还小，如果只是读文字她还不明白其中的含义，并且容易开小差呢。所以，这本书的优点在于有大量的插图，可以利用插图给宝宝讲述，效果不错呢，只是用了1元多钱就可以享受美妙的故事和亲子的时刻，是不是物超所值呢？我和女儿都是忠实书迷，2这套的其他图书也统统买下，闲了细读，其乐融融。,正面,0.9,"价格,质量,体验",,deepseek-v4-pro,2026-06-29T21:48:31
9cffe8bf2aff38db,确实如题。人生若只如初见。也许，就没有也许。第一眼看到书名就毫无犹豫买了，买回来之后果然对自己说了句，还是做自己好，朝着感觉走。所以没买错。很喜欢很喜欢也很享受。也许有时候跟作者的感受会有所不同，但却必然是很佩服作者的透。爱情很多时候也许是一千个哈姆雷特有一千个读者。只是爱情，很多时候都是纸包不住火般命中注定... ...,正面,0.9,质量,,deepseek-v4-pro,2026-06-29T21:48:31
4fb02b04e1664497,佩服若曦，一直都坚持要寻找爱，不肯做小老婆。所以，这样的结局才是最好的吧。先看了梦回，再看步步，只能说各有千秋吧，梦回看的时候更震撼点，毕竟是当时看的第一本穿越。但是步步看了，更加的让人回味。其中的爱，也值得去慢慢的细细品味。一边爱着对方，一边在互相伤害。比起那些已经泛滥的白痴女主，加上超帅，超痴情的男主的荒唐故事。这样的好书，实在是太难得了,正面,0.9,质量,,deepseek-v4-pro,2026-06-29T21:48:31
bd318a530d629fd1,拿到书就超级喜欢外包装，一切都是淡淡的，淡淡的绿色，薄薄的包装，放在包里不占地方，拿在手里不觉得重。看了开始的部分，觉得女孩的生活波澜不惊，一切都是淡淡的，那么的贴近生活，那么清新自然。看完全部内容，更是喜欢。喜欢那种真实感，喜欢那种不做作。生活不就是如此吗？最终，一切都会归于平淡。这本书最终被我捐给了无锡一个书吧，让更多的人来阅读这本书，感受那种清醒吧。,正面,0.9,"包装,质量,体验",,deepseek-v4-pro,2026-06-29T21:48:31
1b1c575d802628e9,拿到手后，六岁的女儿先是要我每天晚上睡前给她读上几篇。后来实在是太喜欢了，就干脆自己阅读，一个人读到高兴时就咯咯地笑起来，天天跟我说她也想去巴学园读小学。确实，作为在二战前的日本就有的巴学园，小林校长的真正做到因材施教，充分调动了孩子们对学习对知识的兴趣，让他们不觉得学习是个苦差事，不会有考试的压力，没有贫富贵贱的差异，这真是孩子们的天堂。,正面,0.9,"质量,体验",,deepseek-v4-pro,2026-06-29T21:49:02
d1cd6aacd215306c,没有发饰达人实用。那本是一个人自己可以搞定的发式。这本一定要专业人士帮你搞。里面的造型超级漂亮，但是很多要用到假发包，假发片，可见难度之高。只能参考下吧。那种看起来乱蓬蓬的发式其实比梳整齐的难度大的多呢。而且这本书用了很多华丽贵气夸张的发饰，一般场合就不适合的。个人意见，给想买的MM参考。如果要收藏没事拿出了欣赏，那没问题。如果要照本宣科自己动手做，推荐 发饰达人,负面,-0.7,质量,"不够实用,难度高,发饰不日常",deepseek-v4-pro,2026-06-29T21:49:02
2d280e76aa69877e,买书之初绝对没想到儿子会如此青睐这本书，这半年多，他是早也读晚也读，走到哪带到哪，几乎翻烂了。所以不得不再买了一本。多数时候让他自由阅读，偶尔跟他一起练习对话。也许比较适合他的喜好，基本上他很有兴致地自学完成了，并且在日常生活中试着运用其中的句型和表达。对于他而言，绝对是物超所值了。他开始阅读这本书时大约7岁左右，因为已经有一些英文单词和阅读基础，所以可以较好地接受。,正面,0.95,"质量,体验",,deepseek-v4-pro,2026-06-29T21:49:02
25d216865b20c329,买回家的晚上，5岁女儿就自己看完了。问她写的什么，她说，有只小熊，没人和他玩跷跷板，后来来了一只小熊，他们一开始吵架，最后又成为好朋友，一起玩跷跷板了。呵呵，基本读懂了。书非常精美，其中蕴涵的哲理，其语言的美妙，都值得品味和琢磨。书的质量好极了，内容也很丰富，比一般的图画书都厚得多，共80多页，女儿喜欢，我也非常喜欢。收到暂存架上好长时间了，一直在买系列绘本，因为感觉相对便宜一些，盯着看了好多日子了，终于决定尝试购买。事实证明， 书比我想象得还要好！一本有价值的绘本，比便宜的数本绘本，给孩子的东西会更多更远更深。,正面,0.9,"质量,价格,体验",,deepseek-v4-pro,2026-06-29T21:49:02
5b638f73b82a3ab3,"临渊羡鱼，不如退而结网。在深入解析30日平均线、MACD、趋势线、CCI、布林线等指标线操作的基础上，又对“用指标股判断大盘趋势”、“如何正确运用多空搏斗”、“如何追跌杀涨”、“T+0回转交易”，以及利好、利空影响下的操作策略等逐一剖析有一个平和的心态面对市场，不以涨喜不以跌悲，在不经意之间，你我将收获很多快乐！！徐老师,读你的书,觉得自己在股市里投资得到一种提升的感觉.谢谢!",正面,0.8,"质量,体验",,deepseek-v4-pro,2026-06-29T21:49:02
2d1977e6001a153c,看这本书，我的笔从来没离开过。。书上又是记号又是折角又是重点号。。。很感慨地看完了这本书，因为期间还买了很多其他书，结果看的是断断续续的，但没有一次不拿出一段念给儿子听的，真是一本集育人和育教于一体的好书。说是读书不如说是读天下父母的一颗心。。。看到最后傅雷夫妇的离世，我简直哭的稀里哗啦的。。。那么多封绵连多年的家信那么多对亲人的牵挂那么多对现实的无奈与忧愤就这样在那夜戛然而止。。。血淋淋的历史啊！3千年的中国文化怎么就走向了这一步！这是我这个没有经历那岁月的人所不能明了的，可是胸中的愤怒却只能罢了——历史已经走到了今天，让我们好好珍惜它吧——我们的幸福时光。,正面,0.95,"质量,体验",,deepseek-v4-pro,2026-06-29T21:49:02
7f62dc8a37c18c5d,看完后不仅对中国以前以及现在所在进行的改革有了新的认识，同时也对社会和生活在这个社会中的人有了新的启发。很多事情不是我们所左右的了的，时代造就了很多英雄，同样也湮没了很多人，我们生活在这个时代，这个社会中，最应该学会的就是顺应时势！不管你做的是惊天动地的大事，还是过自己安稳的小日子，要想过的好都不要违背时代发展的趋势！,正面,0.8,"质量,体验",,deepseek-v4-pro,2026-06-29T21:49:02
50f309ff9155236e,看完第一部升职记后，立刻就买了续集。只看了几十页，还没有看完。我很喜欢作者作为白领的那种职业性的语言；人与人交往的那种细微感受和心里活动。虽然我不是外企白领，但完全能感受到那个工作圈子的人际交际，工作氛围，我将之作为一种新的人生体验来读。作者不是一个地道的作家，故事没有那多的戏剧性，但是她对自己工作圈子的细微感受，和很强在表达能力，确实产生了一种体验性的阅读效果。推荐一下。,正面,0.85,"质量,体验",,deepseek-v4-pro,2026-06-29T21:49:02
9b864693eb612489,"看了蔡先生的書已經超過十年了,從中學時期已經非常喜歡他了,還記得以前星期天趕著回家看他的節日的年代.這幾年時間小了,看書小了但也不時會想起蔡先生的書.這本新書是我看過最喜歡的一本.講了很多關於食物、素材、做法。非常有趣，我按書上的做過做過的四季豆，得到家人朋友的認可。用氣水盖刮姜十分好用，誠意推介~~呵呵~~還有其他的書關於對生活，做人的態度也十分欣賞。誠意推介在巴士上看~~",正面,0.9,"质量,体验",,deepseek-v4-pro,2026-06-29T21:49:02
77478498314a6405,集合两岸三地的艺术家创作插图，每一本都风格独特。字号大，跟小学课本文字大小差不多，并且是注音版，尤其适合小学低年级的孩子阅读。能增加孩子阅读的兴趣，而且能增加传统文化修养。书的选择也非常好。如果说有什么遗憾的话，那就是缩写得太历害了点，对于要真正了解传统文学的中高年级孩子，更应该阅读完整版本。是一套质量上乘的儿童读物。浙江少儿出版社一直有很好的表现，值得肯定！,正面,0.7,"质量,体验",,deepseek-v4-pro,2026-06-29T21:49:02
3e6206e3cec4d268,"刚收到书，不错,不错,特别喜欢封底上的这段话：他们穿的用的几乎全是名牌，可他们的银行存款几乎等于零；他们都拥有不低的学历，却并不一定都有着高收入；他们比本地人更努力，却活得没有本地人一半好。他们就是——医药销售代表。很精辟！！！",正面,0.9,质量,,deepseek-v4-pro,2026-06-29T21:49:21
33c5a3f05a16b0f8,刚拿给女儿看这套书时，女儿以为又是让她学习的书，所以有些抵触，不想看。过了两天，我找一个女儿心情好的晚上和她一起躺在床上看。做过两本书上的练习之后，女儿全做对了，她一下子来了兴趣，说，这书好玩，我喜欢。就这样，我给女儿隔几天就做一下这套书上的练习，除了《简单的算术》那本她不喜欢也不会做（毕竟她才四岁），其余几本书她都喜欢看。有种成就感吧。,正面,0.85,"质量,体验",,deepseek-v4-pro,2026-06-29T21:49:21
a5be6a9dd13e9560,刚拿到这本书的时候，随手翻了翻，觉得一般般。晚上回到家吃完饭，女儿学习，我拿出这本书看，看着看着，女儿的症状是不是也可以用这些食疗法，有没有用呢？先试试，女儿一直咳了一个月，都不见好。用六瓣大蒜，放到小碗里，再放到锅里去蒸。女儿连续喝了两天，真的不咳了。看来我要好好研究一下这本书，里面的方法真的很有用。正在考虑要买的朋友，请不要再犹豫，这本书值得买。,正面,0.9,质量,,deepseek-v4-pro,2026-06-29T21:49:21
768c288aab8edea7,不错的选择，虽然是差不多全图画的了，而且内容比较浅．但是可以很好的培养孩子们的观察＼自我阅读能力，图画精美，文字虽然不多，图画内容可丰富了．陪着儿子阅读，仿佛让自己也回到了当初象他那样年纪的哪个年代，现在城市的孩子接触的已经是超级市场，象书中那样去小镇赶集的机会很少了，而这书将哪些场景一一展现给孩子们，让他们去体验，了解上一辈的生活．让家长产生共鸣．,正面,0.9,"质量,体验",,deepseek-v4-pro,2026-06-29T21:49:21
e81b69d9cfbc71b1,"爱德华的礼物看过后，真的觉得受益匪浅,原来在生活中、工作中遇到的人与事，是可以用那么有意思的语言来说明，并且总结出观点、看法、还可以用各种不同的方式去运用。对个人在以后的职来生涯中可以用到那些看似在生活中微不足道的事情，却影响事业发展的工作方式与方法得运用，使其达到那样完美的职场天地.非常棒的书,一本?一语惊醒梦中人?的好书.",正面,0.95,质量,,deepseek-v4-pro,2026-06-29T21:49:21
506f26b3592d2c65,"坚持一直看,开始学会察觉,现在的生活和感情非常好",正面,0.9,体验,,deepseek-v4-pro,2026-06-29T21:49:21
1ec82cc36ddda714,发现了不少错别字……也许是新换的输入法不太适应，也许是心情过于激动自我反省中……,中性,-0.2,质量,存在错别字,deepseek-v4-pro,2026-06-29T21:49:21
09d1f14e028f3219,"这次在当当一共购了10本书,其中我的《父母是孩子最好的医生》与《老年人不生病的智慧》还有两本《求医不如求己》书本的切面切口不整齐,起毛的.书本里边很多字又印得不清晰!!本想着这些书挺有阅读价值的,就买正品来收藏,可是,没想到当当居然卖伪货,比淘宝的高伪品质量还更要差,而且价钱却是人家的两三倍.上次别的同事在淘宝买的也是《不生病的智慧》,也没有发生上以上说的质量问题!虽说是免邮,成本高了,可是也不能进伪质的货来卖,然后把利润增加的呀!真是让人生气!奉劝各位消费者在买之前要考虑清楚啊!",负面,-0.9,"质量,价格,服务","印刷不清晰,切面不整齐,疑似伪劣产品,性价比低",deepseek-v4-pro,2026-06-29T21:49:21
a9b3e29754323636,"以上的评论太好,让我有购买的冲动,但我看过后,还没有<不生病的智慧>好呢",中性,-0.2,质量,内容不如预期,deepseek-v4-pro,2026-06-29T21:49:21
963d7adfa05bb367,以后还是少买这样的书，名人效应啊,负面,-0.5,质量,"名人效应,内容不佳",deepseek-v4-pro,2026-06-29T21:49:21
f56b9bad05fe6612,新买来的书，刚看了一次就全都掉页了！！！！,负面,-0.9,质量,掉页严重,deepseek-v4-pro,2026-06-29T21:49:43
4e6baeee0b170e44,写得是现实了一些，而且只停留在文字表面，不深入,负面,-0.5,质量,"内容肤浅,不深入",deepseek-v4-pro,2026-06-29T21:49:43
791fc56a7e8a015d,写得很烂，胡言乱语写得很烂，胡言乱语,负面,-1.0,质量,"内容烂,胡言乱语",deepseek-v4-pro,2026-06-29T21:49:43
2319a9a2729fc8b6,虽然是老乡的作品，但是从客观上来讲的话，还是有点牵强，虽然作者的经历很丰富文采也不错，但不太喜欢结构和风格，这一次跟风跟错了：（,负面,-0.4,质量,"结构牵强,风格不喜欢",deepseek-v4-pro,2026-06-29T21:49:43
0f69252bf4234314,空尤其是三立电视台女主播做的序尤其无趣像是硬凑那么多字,负面,-0.7,质量,"序言凑字数,无趣",deepseek-v4-pro,2026-06-29T21:49:43
04533528c2d0c485,画册略显简单一点，画面也不是很生动，宝宝看一会就没兴趣了。,负面,-0.5,质量,"画面不生动,内容简单",deepseek-v4-pro,2026-06-29T21:49:43
ca4eca2195d42e68,"后悔买这本书,有些幼稚,没让我笑起来!",负面,-0.8,"质量,体验","内容幼稚,没效果",deepseek-v4-pro,2026-06-29T21:49:43
47710a8a65ead661,还蛮无聊的书！建议各位JM看看就好，钱包要捂牢（不知道这样写评论会被和谐嘛，不管啦！）,负面,-0.7,"质量,体验","内容无聊,不值得买",deepseek-v4-pro,2026-06-29T21:49:43
e9f71d8dce8ec6cb,个人觉得不值得一买。不喜欢这种乱糟糟的画法。喜欢这本书的，大多是单身生活的女子，与其说是喜欢这本书，不如说是喜欢作者传达出来的态度，是单身生活让大家产生了共鸣。,负面,-0.6,"质量,体验","画法乱,不值得买",deepseek-v4-pro,2026-06-29T21:49:43
52ab5fcaca97c5c5,"感觉没什么有意思的,就是一些单词堆彻的单词书. 除了包装有些精美.",负面,-0.5,"质量,包装","内容无趣,单词堆砌",deepseek-v4-pro,2026-06-29T21:49:43
0e80774da83e5bc9,对于这本书，我有些抵制的。画面全是一团糟糕，感觉 还是不给孩子看的好。。。。。。,负面,-0.8,质量,画面糟糕,deepseek-v4-pro,2026-06-29T21:55:57
4bb6e10f55be20b0,第一次在当当买书，就遇到缺N页的情况，郁闷之极~~~~本想着换购，但手续实在麻烦，只能先退，以后再考虑重新订购了,负面,-0.7,"质量,服务","缺页,换货手续麻烦",deepseek-v4-pro,2026-06-29T21:55:57
d26ab50c68c7172a,但就对于《百家讲坛》的定位于中学生来说，本书定位还是比效合适，中学生看看还行,中性,0.2,体验,,deepseek-v4-pro,2026-06-29T21:55:57
a36282723752cde3,大家不要购买此书，不适合国情，绕来绕去就表达了一个观念，要给孩子读书，一本书浓缩成一个章节就可以了,负面,-0.6,质量,"内容冗余,不适合国情",deepseek-v4-pro,2026-06-29T21:55:57
0199700efe1a3931,从来没看过，不太值得。可能不太适合吧,负面,-0.5,体验,不值得,deepseek-v4-pro,2026-06-29T21:55:57
18a08c203a223c18,本来满心欢喜的买回这本畅销书，可是还没看完，书的封底就快脱落了。根据我买书多年的经验来看，从书的纸张、印刷质量、包装和内容来看，有理由相信我买到的是影印版。,负面,-0.8,"质量,包装","封底脱落,疑似影印版",deepseek-v4-pro,2026-06-29T21:55:57
977448c3d77f2d08,本来很喜欢这部卡通的，说明上写的清清楚楚是中英双语对白，中英双语字幕，绝无重复。买回来一看，里面竞然还有米老鼠唐老鸭不说，根本就没有中文对白和字幕，更气人的是，还有重复的。太缺德了。骗子！,负面,-0.9,质量,"与描述不符,缺少中文对白字幕,内容重复",deepseek-v4-pro,2026-06-29T21:55:57
1287e6f65219eacd,2009.03.08订的货，03.17才收到。不是很快呀。,负面,-0.5,物流,物流慢,deepseek-v4-pro,2026-06-29T21:55:57
b34f507f2e76ae35,不错的手机，比较流畅，第二次购买了。大屏用着爽。,正面,0.8,"质量,体验",,deepseek-v4-pro,2026-06-29T21:55:57
11cb18c218f5aa26,早上就收到了，很高的性价比！支持华为！,正面,0.9,"物流,价格",,deepseek-v4-pro,2026-06-29T21:55:57
e06c1a4895064f9c,用了几天才评价，华为真心不错,正面,0.8,"质量,体验",,deepseek-v4-pro,2026-06-29T21:56:39
fe324ba9cc3baacd,五星级品质！华为值得信赖！,正面,0.9,质量,,deepseek-v4-pro,2026-06-29T21:56:39
aed7860fc0943313,不错挺好，不知道用的久不！,正面,0.7,质量,,deepseek-v4-pro,2026-06-29T21:56:39
1e9ec1fa6091090b,东西收到了，配送速度挺快的，凌晨下单当天就收到了，本来系统显示预计是明天的，结果当天就收到了，比预期的要好，非常满意。,正面,0.95,"物流,体验",,deepseek-v4-pro,2026-06-29T21:56:39
c904255ec91cf4ad,画质还可以，就是声音有点小,负面,-0.3,质量,声音有点小,deepseek-v4-pro,2026-06-29T21:56:39
696f6eec3462e698,给爸妈买的，大小合适，携带方便，价格实惠,正面,0.8,"质量,价格,体验",,deepseek-v4-pro,2026-06-29T21:56:39
1ca93bade60a83fa,很适合小孩用，一次完美的购物……,正面,0.9,体验,,deepseek-v4-pro,2026-06-29T21:56:39
3c7a2cc370b940cd,送货速度还是很快的就是不知道东西怎么样买回老家给妹妹的.,中性,0.1,"物流,质量",不确定产品质量,deepseek-v4-pro,2026-06-29T21:56:39
83e8ec326bb5ad09,平板买来就下载了王者荣耀试了下，开最高效果，不卡，，网上说的什么屏幕延迟之类的压根没有这回事，,正面,0.9,质量,,deepseek-v4-pro,2026-06-29T21:56:39
0b69ab752dee5a8a,接下来会追评,中性,0.0,,,deepseek-v4-pro,2026-06-29T21:56:39
806e79209d2868bf,大小挺合适，做工不错。希望以后系统更新能跟上。,正面,0.8,"质量,体验",,deepseek-v4-pro,2026-06-29T21:57:05
437ca4e2824b7427,暂时还没有毛病，用着看吧……,中性,0.2,质量,,deepseek-v4-pro,2026-06-29T21:57:05
927f537f5b13150c,挺好用的，平好大，性价比高。,正面,0.9,"质量,价格",,deepseek-v4-pro,2026-06-29T21:57:05
98a02dfbd897222c,平板很不错流畅，给小孩玩玩游戏看电影不错,正面,0.9,"质量,体验",,deepseek-v4-pro,2026-06-29T21:57:05
1d11c81a74240e8d,买了好多台了感觉一直都不错,正面,0.9,"质量,体验",,deepseek-v4-pro,2026-06-29T21:57:05
d9b6dde7d37e4ae2,手机好用，就是没送手机膜,正面,0.7,"质量,包装",没送手机膜,deepseek-v4-pro,2026-06-29T21:57:05
fbfef5359fe305c9,很好，爸爸很喜欢，就是太大了点！夏天没法放啊?,正面,0.8,"质量,体验",尺寸太大，夏天不便携带,deepseek-v4-pro,2026-06-29T21:57:05
d47be75374b2bca0,给老太太买的，约会玩了之后说挺好用的！,正面,0.8,"质量,体验",,deepseek-v4-pro,2026-06-29T21:57:05
5eea467128962a67,质量价格都不错，满意的一次购物,正面,0.9,"质量,价格",,deepseek-v4-pro,2026-06-29T21:57:05
ec184733fbb172ed,京东的速度就是快，平板2K高清显示屏看电影很好，玩游戏很流畅，听音乐音质不错，很好。就是包装的纸箱让人心情郁闷！！就不能多缠几圈透明胶，纸箱都没粘好都快开了。,正面,0.8,"物流,质量,包装",包装纸箱没粘好,deepseek-v4-pro,2026-06-29T21:57:05
2a29cc31ea728d93,一如既往的支持华为。,正面,0.9,体验,,deepseek-v4-pro,2026-06-29T21:57:31
8fee91644e6217f7,快递很给力，服务很周到，刚开始收到的产品有点小问题，跟客服沟通后，很快换了一个新的，服务挺满意的，昨天刚收到平板，正在使用中～,正面,0.8,"物流,服务,售后,体验",,deepseek-v4-pro,2026-06-29T21:57:31
c9d3205052f4daf7,真心不错，给妈妈买的，没事可以看电影也可以打电话，也不用担心老年人看不清楚了哈哈哈哈哈哈哈哈哈哈哈哈,正面,0.9,"质量,体验",,deepseek-v4-pro,2026-06-29T21:57:31
7e18324cce8266c2,华为荣耀中国的品牌支持中国品牌华为荣耀平板在京东上关注这款平板已经关注很长时间了，这次下单买给儿子玩，没想到效果居然这么好，儿子非常喜欢，系统非常流畅，色彩非常艳丽，内存非常大，值得大家购买，相信京东支持京东比实体店便宜很多，下次如果买还在还在京东上面买，支持京东,正面,1.0,"质量,价格,体验",,deepseek-v4-pro,2026-06-29T21:57:31
1f158eec1d92ab91,帮亲戚买了2个，都说好用,正面,0.9,质量,,deepseek-v4-pro,2026-06-29T21:57:31
8ad78511296f3296,这个是在京东买的意见最大的一样东西 1288买的 才三天 就1238还送乐视一年会员 申请价保 说是限购不支持 点开一看 限购1-200件 因为拆开了 也不能退货 虽然钱不多 心里还是不舒服,负面,-0.6,"价格,售后,服务",降价差价不退,deepseek-v4-pro,2026-06-29T21:57:31
