summary_type,name,count,percentage,avg_sentiment_score,negative_count,negative_rate
negative_reason,屏幕有亮点,1,0.0011,0.0,1,1.0
negative_reason,不退差价,1,0.0011,0.0,1,1.0
negative_reason,疑似二手,1,0.0011,0.0,1,1.0
negative_reason,客服差劲,1,0.0011,0.0,1,1.0
negative_reason,品质下降,1,0.0011,0.0,1,1.0
negative_reason,画质太渣,1,0.0011,0.0,1,1.0
negative_reason,死机开不了机,1,0.0011,0.0,1,1.0
negative_reason,莫名其妙死机,1,0.0011,0.0,1,1.0
negative_reason,多次返厂维修,1,0.0011,0.0,1,1.0
negative_reason,售后未经联系直接维修,1,0.0011,0.0,1,1.0
negative_reason,不支持三包政策,1,0.0011,0.0,1,1.0
negative_reason,评论被屏蔽,1,0.0011,0.0,1,1.0
negative_reason,产品笨重,1,0.0011,0.0,1,1.0
negative_reason,音质不佳,1,0.0011,0.0,1,1.0
negative_reason,附件缺失,1,0.0011,0.0,1,1.0
negative_reason,客服态度恶劣,1,0.0011,0.0,1,1.0
negative_reason,盗版产品,1,0.0011,0.0,1,1.0
negative_reason,屏幕卡死,1,0.0011,0.0,1,1.0
negative_reason,缺少屏幕保护膜,1,0.0011,0.0,1,1.0
negative_reason,疑似二手退货,1,0.0011,0.0,1,1.0
negative_reason,不放心,1,0.0011,0.0,1,1.0
negative_reason,自动乱跳,1,0.0011,0.0,1,1.0
negative_reason,缺少充电器,1,0.0011,0.0,1,1.0
negative_reason,卖家推诿,1,0.0011,0.0,1,1.0
negative_reason,客服嘲讽,1,0.0011,0.0,1,1.0
negative_reason,发票糊弄,1,0.0011,0.0,1,1.0
negative_reason,拍照效果差,1,0.0011,0.0,1,1.0
negative_reason,不清晰,1,0.0011,0.0,1,1.0
negative_reason,屏幕漏光,1,0.0011,0.0,1,1.0
negative_reason,产品不实用,1,0.0011,0.0,1,1.0
negative_reason,价格保护虚假,1,0.0011,0.0,1,1.0
negative_reason,不预告降价,1,0.0011,0.0,1,1.0
negative_reason,屏幕出现条纹,1,0.0011,0.0,1,1.0
negative_reason,硬件故障,1,0.0011,0.0,1,1.0
negative_reason,售后政策差,1,0.0011,0.0,1,1.0
negative_reason,体验差,1,0.0011,0.0,1,1.0
negative_reason,卡槽设计不合理,1,0.0011,0.0,1,1.0
negative_reason,未提前说明,1,0.0011,0.0,1,1.0
negative_reason,屏幕花屏,1,0.0011,0.0,1,1.0
negative_reason,无法开机,1,0.0011,0.0,1,1.0
negative_reason,充电故障,1,0.0011,0.0,1,1.0
negative_reason,质检问题,1,0.0011,0.0,1,1.0
negative_reason,WiFi不稳定,1,0.0011,0.0,1,1.0
negative_reason,联网限制,1,0.0011,0.0,1,1.0
negative_reason,解决问题态度失望,1,0.0011,0.0,1,1.0
negative_reason,未收到赠送皮套,1,0.0011,0.0,1,1.0
negative_reason,活动虚假宣传,1,0.0011,0.0,1,1.0
negative_reason,黑屏问题,1,0.0011,0.0,1,1.0
negative_reason,系统严重问题,1,0.0011,0.0,1,1.0
negative_reason,保护套磁力小易掉,1,0.0011,0.0,1,1.0
negative_reason,钢化膜有洞,1,0.0011,0.0,1,1.0
negative_reason,半包设计差,1,0.0011,0.0,1,1.0
negative_reason,无实质内容差评,1,0.0011,0.0,1,1.0
negative_reason,实际内存少于标称,1,0.0011,0.0,1,1.0
negative_reason,摄像头像素差,1,0.0011,0.0,1,1.0
negative_reason,前后摄像头虚,1,0.0011,0.0,1,1.0
negative_reason,屏幕裂纹,1,0.0011,0.0,1,1.0
negative_reason,客服推卸责任,1,0.0011,0.0,1,1.0
negative_reason,未赠送贴膜,1,0.0011,0.0,1,1.0
negative_reason,赠品不实用,1,0.0011,0.0,1,1.0
negative_reason,比较不实,1,0.0011,0.0,1,1.0
negative_reason,语音拨号差,1,0.0011,0.0,1,1.0
negative_reason,待机短,1,0.0011,0.0,1,1.0
negative_reason,操作反应慢,1,0.0011,0.0,1,1.0
negative_reason,开机启动慢,1,0.0011,0.0,1,1.0
negative_reason,按键紧凑手感差,1,0.0011,0.0,1,1.0
negative_reason,信号不理想,1,0.0011,0.0,1,1.0
negative_reason,电量低时死机,1,0.0011,0.0,1,1.0
negative_reason,电池问题,1,0.0011,0.0,1,1.0
negative_reason,售后未解决,1,0.0011,0.0,1,1.0
negative_reason,键盘质量差,1,0.0011,0.0,1,1.0
negative_reason,20天磨损,1,0.0011,0.0,1,1.0
negative_reason,保修不管,1,0.0011,0.0,1,1.0
negative_reason,录音繁琐,1,0.0011,0.0,1,1.0
negative_reason,缺少蓝牙收音,1,0.0011,0.0,1,1.0
negative_reason,天线折叠影响信号,1,0.0011,0.0,1,1.0
negative_reason,手机功能关闭,1,0.0011,0.0,1,1.0
negative_reason,常死机,1,0.0011,0.0,1,1.0
negative_reason,掉线,1,0.0011,0.0,1,1.0
negative_reason,售后困难,1,0.0011,0.0,1,1.0
negative_reason,拒绝退货,1,0.0011,0.0,1,1.0
negative_reason,公司倒闭,1,0.0011,0.0,1,1.0
negative_reason,外观差,1,0.0011,0.0,1,1.0
negative_reason,翻盖不流畅,1,0.0011,0.0,1,1.0
negative_reason,功能单一,1,0.0011,0.0,1,1.0
negative_reason,不值,1,0.0011,0.0,1,1.0
negative_reason,待机时间短,1,0.0011,0.0,1,1.0
negative_reason,速度慢,1,0.0011,0.0,1,1.0
negative_reason,存在黑屏自动关机等bug,1,0.0011,0.0,1,1.0
negative_reason,摄像变焦虚假,1,0.0011,0.0,1,1.0
negative_reason,话筒声音小,1,0.0011,0.0,1,1.0
negative_reason,按键易坏,1,0.0011,0.0,1,1.0
negative_reason,变焦不符,1,0.0011,0.0,1,1.0
negative_reason,不支持媒体卡,1,0.0011,0.0,1,1.0
negative_reason,录音不能设铃声,1,0.0011,0.0,1,1.0
negative_reason,读卡失败,1,0.0011,0.0,1,1.0
negative_reason,铃声局限,1,0.0011,0.0,1,1.0
negative_reason,说明简略,1,0.0011,0.0,1,1.0
negative_reason,听筒偏位声音小,1,0.0011,0.0,1,1.0
negative_reason,翻盖异响,1,0.0011,0.0,1,1.0
negative_reason,关机掉电,1,0.0011,0.0,1,1.0
negative_reason,屏幕不可调,1,0.0011,0.0,1,1.0
negative_reason,无红外蓝牙,1,0.0011,0.0,1,1.0
negative_reason,铃声破音,1,0.0011,0.0,1,1.0
negative_reason,摄像头差,1,0.0011,0.0,1,1.0
negative_reason,铃声格式限制,1,0.0011,0.0,1,1.0
negative_reason,排线质量差,1,0.0011,0.0,1,1.0
negative_reason,售后无响应,1,0.0011,0.0,1,1.0
negative_reason,机身发热,1,0.0011,0.0,1,1.0
negative_reason,通话不稳,1,0.0011,0.0,1,1.0
negative_reason,外壳易坏,1,0.0011,0.0,1,1.0
negative_reason,数据传输失败,1,0.0011,0.0,1,1.0
negative_reason,容易死机,1,0.0011,0.0,1,1.0
negative_reason,通话声音小,1,0.0011,0.0,1,1.0
negative_reason,功能少,1,0.0011,0.0,1,1.0
negative_reason,不实用,1,0.0011,0.0,1,1.0
negative_reason,屏幕单色,1,0.0011,0.0,1,1.0
negative_reason,电话薄不好查找,1,0.0011,0.0,1,1.0
negative_reason,不支持短信群发,1,0.0011,0.0,1,1.0
negative_reason,铃声不易下载,1,0.0011,0.0,1,1.0
negative_reason,显示屏坏,1,0.0011,0.0,1,1.0
negative_reason,死机,1,0.0011,0.0,1,1.0
negative_reason,外屏小,1,0.0011,0.0,1,1.0
negative_reason,外屏非彩屏,1,0.0011,0.0,1,1.0
negative_reason,内屏分辨率低,1,0.0011,0.0,1,1.0
negative_reason,处理器慢,1,0.0011,0.0,1,1.0
negative_reason,图像解码慢,1,0.0011,0.0,1,1.0
negative_reason,拍照模式单调,1,0.0011,0.0,1,1.0
negative_reason,照片效果一般,1,0.0011,0.0,1,1.0
negative_reason,短信不实用,1,0.0011,0.0,1,1.0
negative_reason,电话薄多余,1,0.0011,0.0,1,1.0
negative_reason,屏幕小,1,0.0011,0.0,1,1.0
negative_reason,同价位配置低,1,0.0011,0.0,1,1.0
negative_reason,水果有烂的迹象,1,0.0011,0.0,1,1.0
negative_reason,不甜偏酸,1,0.0011,0.0,1,1.0
negative_reason,价格太贵,1,0.0011,0.0,1,1.0
negative_reason,虚假好评,1,0.0011,0.0,1,1.0
negative_reason,实物不符,1,0.0011,0.0,1,1.0
negative_reason,烂苹果,1,0.0011,0.0,1,1.0
negative_reason,沟通无回应,1,0.0011,0.0,1,1.0
negative_reason,包装随意,1,0.0011,0.0,1,1.0
negative_reason,商品损坏,1,0.0011,0.0,1,1.0
negative_reason,产品腐烂,1,0.0011,0.0,1,1.0
negative_reason,口味酸,1,0.0011,0.0,1,1.0
negative_reason,品相差,1,0.0011,0.0,1,1.0
negative_reason,产品次品,1,0.0011,0.0,1,1.0
negative_reason,偏酸,1,0.0011,0.0,1,1.0
negative_reason,撞坏,1,0.0011,0.0,1,1.0
negative_reason,物流滞留,1,0.0011,0.0,1,1.0
negative_reason,坏果,1,0.0011,0.0,1,1.0
negative_reason,尺寸不符,1,0.0011,0.0,1,1.0
negative_reason,自动确认收货,1,0.0011,0.0,1,1.0
negative_reason,物流暴力,1,0.0011,0.0,1,1.0
negative_reason,苹果磕坏,1,0.0011,0.0,1,1.0
negative_reason,尺寸过小,1,0.0011,0.0,1,1.0
negative_reason,切面不整齐,1,0.0011,0.0,1,1.0
negative_reason,苹果全是坏的,1,0.0011,0.0,1,1.0
negative_reason,疑似伪劣产品,1,0.0011,0.0,1,1.0
negative_reason,皱皮,1,0.0011,0.0,1,1.0
negative_reason,商品全部损坏,1,0.0011,0.0,1,1.0
negative_reason,物流时间长,1,0.0011,0.0,1,1.0
negative_reason,有蔫,1,0.0011,0.0,1,1.0
negative_reason,不熟,1,0.0011,0.0,1,1.0
negative_reason,磕伤,1,0.0011,0.0,1,1.0
negative_reason,价格不低,1,0.0011,0.0,1,1.0
negative_reason,苹果内部伤痕累累,1,0.0011,0.0,1,1.0
negative_reason,售后未解决问题,1,0.0011,0.0,1,1.0
negative_reason,苹果大部分腐烂,1,0.0011,0.0,1,1.0
negative_reason,表皮腐烂,1,0.0011,0.0,1,1.0
negative_reason,火龙果太小,1,0.0011,0.0,1,1.0
negative_reason,不符合大果描述,1,0.0011,0.0,1,1.0
negative_reason,水分少,1,0.0011,0.0,1,1.0
negative_reason,名人效应,1,0.0011,0.0,1,1.0
negative_reason,内容不佳,1,0.0011,0.0,1,1.0
negative_reason,临期奶粉,1,0.0011,0.0,1,1.0
negative_reason,客服拒绝退换,1,0.0011,0.0,1,1.0
negative_reason,强买强卖,1,0.0011,0.0,1,1.0
negative_reason,口感不脆,1,0.0011,0.0,1,1.0
negative_reason,腐烂,1,0.0011,0.0,1,1.0
negative_reason,掉页严重,1,0.0011,0.0,1,1.0
negative_reason,不甜,1,0.0011,0.0,1,1.0
negative_reason,变味,1,0.0011,0.0,1,1.0
negative_reason,重量不足,1,0.0011,0.0,1,1.0
negative_reason,价格不值,1,0.0011,0.0,1,1.0
negative_reason,实物与描述不符,1,0.0011,0.0,1,1.0
negative_reason,令人失望,1,0.0011,0.0,1,1.0
negative_reason,苹果有烂点,1,0.0011,0.0,1,1.0
negative_reason,对京东服务失望,1,0.0011,0.0,1,1.0
negative_reason,数量不符,1,0.0011,0.0,1,1.0
negative_reason,不深入,1,0.0011,0.0,1,1.0
negative_reason,产品有问题,1,0.0011,0.0,1,1.0
negative_reason,内容烂,1,0.0011,0.0,1,1.0
negative_reason,无味,1,0.0011,0.0,1,1.0
negative_reason,生,1,0.0011,0.0,1,1.0
negative_reason,苦味,1,0.0011,0.0,1,1.0
negative_reason,酸涩,1,0.0011,0.0,1,1.0
negative_reason,水果冻坏,1,0.0011,0.0,1,1.0
negative_reason,胡言乱语,1,0.0011,0.0,1,1.0
negative_reason,额外运费,1,0.0011,0.0,1,1.0
negative_reason,退货麻烦,1,0.0011,0.0,1,1.0
negative_reason,椰子变质,1,0.0011,0.0,1,1.0
negative_reason,客服售后差,1,0.0011,0.0,1,1.0
negative_reason,购物体验极差,1,0.0011,0.0,1,1.0
negative_reason,赔偿忽悠,1,0.0011,0.0,1,1.0
negative_reason,苹果碰伤腐烂,1,0.0011,0.0,1,1.0
negative_reason,结构牵强,1,0.0011,0.0,1,1.0
negative_reason,包装无保鲜袋,1,0.0011,0.0,1,1.0
negative_reason,不支持电信卡,1,0.0011,0.0,1,1.0
negative_reason,物流签收异常,1,0.0011,0.0,1,1.0
negative_reason,苹果小且不甜脆,1,0.0011,0.0,1,1.0
negative_reason,果肉外观差,1,0.0011,0.0,1,1.0
negative_reason,包装有异味,1,0.0011,0.0,1,1.0
negative_reason,超级酸,1,0.0011,0.0,1,1.0
negative_reason,特级苦,1,0.0011,0.0,1,1.0
negative_reason,内容冗余,1,0.0011,0.0,1,1.0
negative_reason,怀疑份量不足,1,0.0011,0.0,1,1.0
negative_reason,火龙果酸烂,1,0.0011,0.0,1,1.0
negative_reason,不能退货,1,0.0011,0.0,1,1.0
negative_reason,没有甜味,1,0.0011,0.0,1,1.0
negative_reason,水果坏了,1,0.0011,0.0,1,1.0
negative_reason,特别小,1,0.0011,0.0,1,1.0
negative_reason,内部腐烂,1,0.0011,0.0,1,1.0
negative_reason,苹果内部坏掉,1,0.0011,0.0,1,1.0
negative_reason,果子太小,1,0.0011,0.0,1,1.0
negative_reason,外皮有伤,1,0.0011,0.0,1,1.0
negative_reason,味道一般,1,0.0011,0.0,1,1.0
negative_reason,水果有伤,1,0.0011,0.0,1,1.0
negative_reason,水果软,1,0.0011,0.0,1,1.0
negative_reason,有坏果,1,0.0011,0.0,1,1.0
negative_reason,有异味,1,0.0011,0.0,1,1.0
negative_reason,出现斑点,1,0.0011,0.0,1,1.0
negative_reason,香味不足,1,0.0011,0.0,1,1.0
negative_reason,分量感觉少,1,0.0011,0.0,1,1.0
negative_reason,护发素太多,1,0.0011,0.0,1,1.0
negative_reason,洗发水少,1,0.0011,0.0,1,1.0
negative_reason,头发油的更快,1,0.0011,0.0,1,1.0
negative_reason,价位偏贵,1,0.0011,0.0,1,1.0
negative_reason,尺寸比预期小,1,0.0011,0.0,1,1.0
negative_reason,泡泡少,1,0.0011,0.0,1,1.0
negative_reason,价格浮动太大,1,0.0011,0.0,1,1.0
negative_reason,无发票,1,0.0011,0.0,1,1.0
negative_reason,难度高,1,0.0011,0.0,1,1.0
negative_reason,序言凑字数,1,0.0011,0.0,1,1.0
negative_reason,产品结块,1,0.0011,0.0,1,1.0
negative_reason,引发头皮屑,1,0.0011,0.0,1,1.0
negative_reason,无趣,1,0.0011,0.0,1,1.0
negative_reason,客服拉黑,1,0.0011,0.0,1,1.0
negative_reason,货物被摔破,1,0.0011,0.0,1,1.0
negative_reason,缺少包装,1,0.0011,0.0,1,1.0
negative_reason,商标损坏,1,0.0011,0.0,1,1.0
negative_reason,瓶盖打开,1,0.0011,0.0,1,1.0
negative_reason,瓶盖无法密封,1,0.0011,0.0,1,1.0
negative_reason,泄露,1,0.0011,0.0,1,1.0
negative_reason,使用后头皮痒,1,0.0011,0.0,1,1.0
negative_reason,发质干枯,1,0.0011,0.0,1,1.0
negative_reason,画面不生动,1,0.0011,0.0,1,1.0
negative_reason,强迫退货,1,0.0011,0.0,1,1.0
negative_reason,商品漏发,1,0.0011,0.0,1,1.0
negative_reason,客服未解决,1,0.0011,0.0,1,1.0
negative_reason,使用后头发毛躁干枯,1,0.0011,0.0,1,1.0
negative_reason,送货差,1,0.0011,0.0,1,1.0
negative_reason,包装打开,1,0.0011,0.0,1,1.0
negative_reason,售后无人管,1,0.0011,0.0,1,1.0
negative_reason,使用后头皮屑,1,0.0011,0.0,1,1.0
negative_reason,掉发,1,0.0011,0.0,1,1.0
